definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
"it's (round, long) falling",Ia,loose,ending,False,False,False,True,True
"it's (round, long) falling",IIIc1,strict,reconstructs,True,True,True,True,True
"it's (round, long) falling",IIIc1,loose,full,True,True,True,True,True
"it's (round, long) falling",IIIc1*,strict,ending,False,False,False,False,False
"it's (round, long) falling",IIIc1*,loose,ending,False,False,False,False,False
"it's (round, long) falling",IIIc2,strict,ending,False,False,False,False,True
"it's (round, long) falling",IIIc2,loose,ending,False,False,False,False,True
he's piling it up,Id,strict,ending,False,False,False,True,False
he's piling it up,Id,loose,ending,False,False,False,True,False
he's piling it up,IIa,loose,ending,False,False,False,False,False
he's piling it up,IIIa1,strict,ending,False,False,True,False,True
he's piling it up,IIIa1,loose,ending,False,False,True,False,True
he's piling it up,IIIa1*,strict,ending,False,False,False,False,False
he's piling it up,IIIa1*,loose,ending,False,False,False,False,False
he's piling it up,IIIa2,loose,ending,False,False,True,False,False
he's piling it up,IIIb,strict,ending,False,False,False,False,True
he's piling it up,IIIb,loose,ending,False,False,False,False,True
"He is getting in a car, box, etc",Id,strict,ending,False,False,False,True,True
"He is getting in a car, box, etc",Id,loose,ending,False,False,False,True,True
"He is getting in a car, box, etc",IIa,loose,ending,False,False,False,False,True
"He is getting in a car, box, etc",IIIa1,strict,full,True,True,True,True,True
"He is getting in a car, box, etc",IIIa1,loose,full,True,True,True,True,True
"He is getting in a car, box, etc",IIIa1*,strict,ending,True,True,False,True,True
"He is getting in a car, box, etc",IIIa1*,loose,ending,True,True,False,True,True
"He is getting in a car, box, etc",IIIa2,strict,ending,False,False,False,False,True
"He is getting in a car, box, etc",IIIa2,loose,ending,False,False,False,False,True
"He is getting in a car, box, etc",IIIa3,strict,ending,False,False,False,False,True
"He is getting in a car, box, etc",IIIa3,loose,full,True,True,True,True,True
"He is getting in a car, box, etc",IIIb,strict,ending,False,False,True,False,True
"He is getting in a car, box, etc",IIIb,loose,ending,False,False,True,False,True
he's kissing her,Id,strict,ending,False,False,False,True,False
he's kissing her,Id,loose,ending,False,False,False,True,False
he's kissing her,IIa,loose,ending,False,False,False,False,False
he's kissing her,IIIa1,strict,full,True,True,True,True,True
he's kissing her,IIIa1,loose,full,True,True,True,True,True
he's kissing her,IIIa1*,strict,ending,True,True,False,True,False
he's kissing her,IIIa1*,loose,ending,True,True,False,True,False
he's kissing her,IIIa2,loose,full,True,True,True,True,True
he's kissing her,IIIa3,loose,ending,False,False,False,False,False
he's kissing her,IIIb,strict,ending,False,False,False,False,True
he's kissing her,IIIb,loose,ending,False,False,False,False,True
he's shaking a flexible object,Id,strict,ending,False,False,False,True,False
he's shaking a flexible object,Id,loose,ending,False,False,False,True,False
he's shaking a flexible object,IIa,loose,ending,False,False,False,True,False
he's sending; taking it (flexible),Id,strict,ending,False,False,False,True,False
he's sending; taking it (flexible),Id,loose,ending,False,False,False,True,False
he's sending; taking it (flexible),IIa,loose,ending,False,False,False,False,False
he's sending; taking it (flexible),IIIa1,strict,full,True,True,True,True,True
he's sending; taking it (flexible),IIIa1,loose,full,True,True,True,True,True
he's sending; taking it (flexible),IIIa1*,strict,full,True,True,True,True,True
he's sending; taking it (flexible),IIIa1*,loose,full,True,True,True,True,True
he's sending; taking it (flexible),IIIa2,loose,full,True,True,True,True,True
he's sending; taking it (flexible),IIIb,strict,ending,False,False,False,False,True
he's sending; taking it (flexible),IIIb,loose,ending,False,False,False,False,True
he's lying,Id,strict,ending,False,False,False,True,False
he's lying,Id,loose,ending,False,False,False,True,False
he's lying,IIa,loose,ending,False,False,False,False,False
he's lying,IIIa1,strict,full,True,True,True,True,True
he's lying,IIIa1,loose,full,True,True,True,True,True
he's lying,IIIa1*,strict,ending,True,True,False,True,False
he's lying,IIIa1*,loose,ending,True,True,False,True,False
he's lying,IIIa2,loose,full,True,True,True,True,True
he's lying,IIIa3,loose,ending,False,False,False,False,False
he's lying,IIIb,strict,ending,False,False,False,False,True
he's lying,IIIb,loose,ending,False,False,False,False,True
"he's sprinkling it (with a liquid, powder, salt, etc.)",Id,strict,ending,False,False,False,True,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",Id,loose,ending,False,False,False,True,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIa,loose,ending,False,False,False,False,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa1,strict,full,True,True,True,True,True
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa1,loose,full,True,True,True,True,True
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa1*,strict,ending,True,True,False,True,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa1*,loose,ending,True,True,False,True,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa2,loose,full,True,True,True,True,True
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIa3,loose,ending,False,False,False,False,False
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIb,strict,ending,False,False,False,False,True
"he's sprinkling it (with a liquid, powder, salt, etc.)",IIIb,loose,ending,False,False,False,False,True
it (wind) is blowing,Id,strict,ending,False,False,False,True,False
it (wind) is blowing,Id,loose,ending,False,False,False,True,False
it (wind) is blowing,IIa,loose,ending,False,False,False,True,False
it (wind) is blowing,IIb,loose,ending,False,False,False,True,False
it (wind) is blowing,IIIa1,strict,full,True,True,True,True,True
it (wind) is blowing,IIIa1,loose,full,True,True,True,True,True
it (wind) is blowing,IIIa1*,strict,full,True,True,True,True,True
it (wind) is blowing,IIIa1*,loose,full,True,True,True,True,True
it (wind) is blowing,IIIa2,loose,full,True,True,True,True,True
it (wind) is blowing,IIIb,strict,ending,False,False,False,True,True
it (wind) is blowing,IIIb,loose,ending,False,False,False,True,True
"he's attaching it (flexible), behind it",Id,strict,ending,False,False,False,True,False
"he's attaching it (flexible), behind it",Id,loose,ending,False,False,False,True,False
"he's attaching it (flexible), behind it",IIa,loose,ending,False,False,False,False,False
"he's attaching it (flexible), behind it",IIIa1,strict,full,True,True,True,True,True
"he's attaching it (flexible), behind it",IIIa1,loose,full,True,True,True,True,True
"he's attaching it (flexible), behind it",IIIa1*,strict,reconstructs,True,True,True,True,True
"he's attaching it (flexible), behind it",IIIa1*,loose,full,True,True,True,True,True
"he's attaching it (flexible), behind it",IIIa2,loose,ending,False,False,True,False,True
"he's attaching it (flexible), behind it",IIIb,strict,ending,False,False,False,False,True
"he's attaching it (flexible), behind it",IIIb,loose,ending,False,False,False,False,True
he's stepping on him/it,Id,strict,ending,False,False,False,True,False
he's stepping on him/it,Id,loose,ending,False,False,False,True,False
he's stepping on him/it,IIa,loose,ending,False,False,False,False,False
he's stepping on him/it,IIIa1,strict,full,True,True,True,True,True
he's stepping on him/it,IIIa1,loose,full,True,True,True,True,True
he's stepping on him/it,IIIa1*,strict,full,True,True,True,True,True
he's stepping on him/it,IIIa1*,loose,full,True,True,True,True,True
he's stepping on him/it,IIIa2,loose,ending,False,False,True,True,True
he's stepping on him/it,IIIb,strict,ending,False,False,False,False,True
he's stepping on him/it,IIIb,loose,ending,False,False,False,False,True
he's becoming wise,Ia,strict,ending,False,False,False,True,True
he's becoming wise,Ia,loose,ending,False,False,False,True,True
he's becoming wise,IIIc1,strict,ending,False,False,False,False,False
he's becoming wise,IIIc1,loose,ending,False,False,False,False,False
he's becoming wise,IIIc1*,strict,full,True,True,True,True,True
he's becoming wise,IIIc1*,loose,full,True,True,True,True,True
he's becoming wise,IIIc2,strict,ending,False,False,False,False,True
he's becoming wise,IIIc2,loose,ending,False,False,False,False,True
1. he's closing it  2. he's jailing him,Id,strict,ending,False,False,False,True,False
1. he's closing it  2. he's jailing him,Id,loose,ending,False,False,False,True,False
1. he's closing it  2. he's jailing him,IIa,loose,ending,False,False,False,False,False
1. he's closing it  2. he's jailing him,IIIa1,strict,full,True,True,True,True,True
1. he's closing it  2. he's jailing him,IIIa1,loose,full,True,True,True,True,True
1. he's closing it  2. he's jailing him,IIIa1*,strict,ending,True,True,False,True,False
1. he's closing it  2. he's jailing him,IIIa1*,loose,ending,True,True,False,True,False
1. he's closing it  2. he's jailing him,IIIa2,loose,full,True,True,True,True,True
1. he's closing it  2. he's jailing him,IIIb,strict,ending,False,False,False,False,True
1. he's closing it  2. he's jailing him,IIIb,loose,ending,False,False,False,False,True
he's hitting him on the nose,Id,strict,ending,False,False,False,True,False
he's hitting him on the nose,Id,loose,ending,False,False,False,True,False
he's hitting him on the nose,IIa,loose,ending,False,False,False,False,False
he's hitting him on the nose,IIIa1,strict,full,True,True,True,True,True
he's hitting him on the nose,IIIa1,loose,full,True,True,True,True,True
he's hitting him on the nose,IIIa1*,strict,ending,True,True,False,True,False
he's hitting him on the nose,IIIa1*,loose,ending,True,True,False,True,False
he's hitting him on the nose,IIIa2,strict,full,True,True,True,True,True
he's hitting him on the nose,IIIa2,loose,full,True,True,True,True,True
he's hitting him on the nose,IIIb,strict,ending,False,False,False,False,True
he's hitting him on the nose,IIIb,loose,ending,False,False,False,False,True
"he's sending, taking it (animate)",Id,strict,ending,False,False,False,True,False
"he's sending, taking it (animate)",Id,loose,ending,False,False,False,True,False
"he's sending, taking it (animate)",IIa,loose,ending,False,False,False,False,False
"he's sending, taking it (animate)",IIIa1,strict,full,True,True,True,True,True
"he's sending, taking it (animate)",IIIa1,loose,full,True,True,True,True,True
"he's sending, taking it (animate)",IIIa1*,strict,ending,True,True,False,True,False
"he's sending, taking it (animate)",IIIa1*,loose,ending,True,True,False,True,False
"he's sending, taking it (animate)",IIIa2,strict,ending,False,False,False,False,True
"he's sending, taking it (animate)",IIIa2,loose,ending,False,False,False,False,True
"he's sending, taking it (animate)",IIIa3,strict,ending,True,True,False,True,False
"he's sending, taking it (animate)",IIIa3,loose,ending,True,True,True,True,False
"he's sending, taking it (animate)",IIIb,strict,ending,False,False,True,False,True
"he's sending, taking it (animate)",IIIb,loose,ending,False,False,True,False,True
"he, it's burning",Ic,strict,ending,False,True,False,False,True
"he, it's burning",Ic,loose,ending,False,True,False,False,True
"he, it's burning",Id,strict,ending,False,False,False,True,False
"he, it's burning",Id,loose,ending,False,False,False,True,False
"he, it's burning",IIa,loose,ending,False,False,False,False,False
"he's sending, taking it (liquid)",Id,strict,ending,False,False,False,True,False
"he's sending, taking it (liquid)",Id,loose,ending,False,False,False,True,True
"he's sending, taking it (liquid)",IIa,loose,ending,False,False,False,False,False
"he's sending, taking it (liquid)",IIIa1,strict,full,True,True,True,True,True
"he's sending, taking it (liquid)",IIIa1,loose,full,True,True,True,True,True
"he's sending, taking it (liquid)",IIIa1*,strict,ending,True,True,False,True,False
"he's sending, taking it (liquid)",IIIa1*,loose,ending,True,True,False,True,False
"he's sending, taking it (liquid)",IIIa2,strict,ending,False,False,False,False,False
"he's sending, taking it (liquid)",IIIa2,loose,ending,False,False,False,False,False
"he's sending, taking it (liquid)",IIIb,strict,ending,False,False,False,False,True
"he's sending, taking it (liquid)",IIIb,loose,ending,False,False,False,False,True
"1. he's asking him a question., 2. he's asking a question",Id,strict,ending,False,False,False,True,False
"1. he's asking him a question., 2. he's asking a question",Id,loose,ending,False,False,False,True,False
"1. he's asking him a question., 2. he's asking a question",IIa,loose,ending,False,False,False,False,False
"1. he's asking him a question., 2. he's asking a question",IIIa1,strict,full,True,True,True,True,True
"1. he's asking him a question., 2. he's asking a question",IIIa1,loose,full,True,True,True,True,True
"1. he's asking him a question., 2. he's asking a question",IIIa1*,strict,ending,True,True,False,True,False
"1. he's asking him a question., 2. he's asking a question",IIIa1*,loose,ending,True,True,True,True,False
"1. he's asking him a question., 2. he's asking a question",IIIa2,strict,ending,True,True,True,True,False
"1. he's asking him a question., 2. he's asking a question",IIIa2,loose,ending,True,True,True,True,False
"1. he's asking him a question., 2. he's asking a question",IIIb,strict,ending,False,False,False,False,True
"1. he's asking him a question., 2. he's asking a question",IIIb,loose,ending,False,False,False,False,True
he's hiring him,Id,strict,ending,False,False,False,True,False
he's hiring him,Id,loose,ending,False,False,False,True,False
he's hiring him,IIa,loose,ending,False,False,False,False,False
he's hiring him,IIIa1,strict,full,True,True,True,True,True
he's hiring him,IIIa1,loose,full,True,True,True,True,True
he's hiring him,IIIa1*,strict,full,True,True,True,True,True
he's hiring him,IIIa1*,loose,full,True,True,True,True,True
he's hiring him,IIIa2,loose,ending,False,False,True,True,True
he's hiring him,IIIb,strict,ending,False,False,False,False,True
he's hiring him,IIIb,loose,ending,False,False,False,False,True
he's sandwiching it,Id,strict,ending,False,False,False,True,False
he's sandwiching it,Id,loose,ending,False,False,False,True,False
he's sandwiching it,IIa,loose,ending,False,False,False,False,False
he's sandwiching it,IIIa1,strict,full,True,True,True,True,True
he's sandwiching it,IIIa1,loose,full,True,True,True,True,True
he's sandwiching it,IIIa1*,strict,ending,True,True,False,True,False
he's sandwiching it,IIIa1*,loose,ending,True,True,False,True,False
he's sandwiching it,IIIa2,loose,ending,False,False,False,False,False
he's sandwiching it,IIIb,strict,ending,False,False,True,False,True
he's sandwiching it,IIIb,loose,ending,False,False,True,False,True
1. he's covering it 2. he's putting a lid on it,Id,strict,ending,False,False,False,True,False
1. he's covering it 2. he's putting a lid on it,Id,loose,ending,False,False,False,True,False
1. he's covering it 2. he's putting a lid on it,IIa,loose,ending,False,False,False,False,False
1. he's covering it 2. he's putting a lid on it,IIIa1,strict,full,True,True,True,True,True
1. he's covering it 2. he's putting a lid on it,IIIa1,loose,full,True,True,True,True,True
1. he's covering it 2. he's putting a lid on it,IIIa1*,strict,full,True,True,True,True,True
1. he's covering it 2. he's putting a lid on it,IIIa1*,loose,full,True,True,True,True,True
1. he's covering it 2. he's putting a lid on it,IIIa2,loose,ending,False,False,True,True,True
1. he's covering it 2. he's putting a lid on it,IIIb,strict,ending,False,False,False,False,True
1. he's covering it 2. he's putting a lid on it,IIIb,loose,ending,False,False,False,False,True
"light a fire, match",Id,strict,ending,False,False,False,True,False
"light a fire, match",Id,loose,ending,False,False,False,True,False
"light a fire, match",IIa,loose,ending,False,False,False,False,False
"light a fire, match",IIIa1,strict,full,True,True,True,True,True
"light a fire, match",IIIa1,loose,full,True,True,True,True,True
"light a fire, match",IIIa1*,strict,ending,True,True,False,True,False
"light a fire, match",IIIa1*,loose,ending,True,True,False,True,False
"light a fire, match",IIIa2,loose,ending,False,False,False,False,False
"light a fire, match",IIIb,strict,ending,False,False,True,False,True
"light a fire, match",IIIb,loose,ending,False,False,True,False,True
"he, it's growing",Ia,strict,ending,False,False,False,True,True
"he, it's growing",Ia,loose,ending,False,False,False,True,True
"he, it's growing",IIIc1,strict,ending,False,False,False,False,False
"he, it's growing",IIIc1,loose,ending,False,False,False,False,False
"he, it's growing",IIIc1*,strict,reconstructs,True,True,True,True,True
"he, it's growing",IIIc1*,loose,full,True,True,True,True,True
"he, it's growing",IIIc2,strict,ending,False,False,False,False,True
"he, it's growing",IIIc2,loose,ending,False,False,False,False,True
he's enduring it (idiom),Id,strict,ending,False,False,False,True,False
he's enduring it (idiom),Id,loose,ending,False,False,False,True,False
he's enduring it (idiom),IIa,loose,ending,False,False,False,False,False
he's enduring it (idiom),IIIa1,strict,full,True,True,True,True,True
he's enduring it (idiom),IIIa1,loose,full,True,True,True,True,True
he's enduring it (idiom),IIIa1*,strict,ending,True,True,False,True,False
he's enduring it (idiom),IIIa1*,loose,ending,True,True,False,True,False
he's enduring it (idiom),IIIa2,strict,ending,False,False,False,False,False
he's enduring it (idiom),IIIa2,loose,ending,False,False,False,False,False
he's enduring it (idiom),IIIb,strict,ending,False,False,False,False,True
he's enduring it (idiom),IIIb,loose,ending,False,False,False,False,True
"he's hiding him, it (flexible)",Id,strict,ending,False,False,False,True,False
"he's hiding him, it (flexible)",Id,loose,ending,False,False,False,True,False
"he's hiding him, it (flexible)",IIa,loose,ending,False,False,False,False,False
"he's hiding him, it (flexible)",IIIa1,strict,full,True,True,True,True,True
"he's hiding him, it (flexible)",IIIa1,loose,full,True,True,True,True,True
"he's hiding him, it (flexible)",IIIa1*,strict,full,True,True,True,True,True
"he's hiding him, it (flexible)",IIIa1*,loose,full,True,True,True,True,True
"he's hiding him, it (flexible)",IIIa2,loose,ending,False,False,True,True,True
"he's hiding him, it (flexible)",IIIb,strict,ending,False,False,False,False,True
"he's hiding him, it (flexible)",IIIb,loose,ending,False,False,False,False,True
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",Ia,strict,ending,False,False,False,False,False
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",Ia,loose,ending,False,False,False,False,False
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",Id,strict,ending,False,False,False,True,False
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",Id,loose,ending,False,False,False,True,False
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",IIa,loose,ending,False,False,False,True,False
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",IIId*,strict,reconstructs,True,True,True,True,True
"1.  he's breaking a flexible object, 2. He's cutting a flexible object",IIId*,loose,full,True,True,True,True,True
he's breaking a long object,Ia,strict,ending,False,False,False,False,False
he's breaking a long object,Ia,loose,ending,False,False,False,False,False
he's breaking a long object,Id,strict,ending,False,False,False,True,False
he's breaking a long object,Id,loose,ending,False,False,False,True,False
he's breaking a long object,IIa,loose,ending,False,False,False,True,False
he's breaking a long object,IIId*,strict,reconstructs,True,True,True,True,True
he's breaking a long object,IIId*,loose,full,True,True,True,True,True
"he's pushing him, it",Id,strict,ending,False,False,False,True,False
"he's pushing him, it",Id,loose,ending,False,False,False,True,False
"he's pushing him, it",IIa,loose,ending,False,False,False,True,False
he's falling from an elevated position,Ia,strict,ending,False,False,False,True,True
he's falling from an elevated position,Ia,loose,ending,False,False,False,True,True
he's falling from an elevated position,IIIc1,strict,reconstructs,True,True,True,True,True
he's falling from an elevated position,IIIc1,loose,full,True,True,True,True,True
he's falling from an elevated position,IIIc1*,strict,ending,False,False,False,False,False
he's falling from an elevated position,IIIc1*,loose,ending,False,False,False,False,False
he's falling from an elevated position,IIIc2,strict,ending,False,False,False,False,True
he's falling from an elevated position,IIIc2,loose,ending,False,False,False,False,True
he's nodding his head,Id,strict,ending,False,False,False,True,False
he's nodding his head,Id,loose,ending,False,False,False,True,False
he's nodding his head,IIa,loose,ending,False,False,False,True,False
he's splitting it,Id,strict,ending,False,False,False,True,False
he's splitting it,Id,loose,ending,False,False,False,True,False
he's splitting it,IIa,loose,ending,False,False,False,True,False
he's setting a trap,Id,strict,ending,False,False,False,True,False
he's setting a trap,Id,loose,ending,False,False,False,True,False
he's setting a trap,IIa,loose,ending,False,False,False,False,False
he's setting a trap,IIIa1,strict,full,True,True,True,True,True
he's setting a trap,IIIa1,loose,full,True,True,True,True,True
he's setting a trap,IIIa1*,strict,full,True,True,True,True,True
he's setting a trap,IIIa1*,loose,full,True,True,True,True,True
he's setting a trap,IIIa2,loose,ending,False,False,True,True,True
he's setting a trap,IIIb,strict,ending,False,False,False,False,True
he's setting a trap,IIIb,loose,ending,False,False,False,False,True
1. he's bending it  2. she's hemming it,Id,strict,ending,False,False,False,True,False
1. he's bending it  2. she's hemming it,Id,loose,ending,False,False,False,True,False
1. he's bending it  2. she's hemming it,IIa,loose,ending,False,False,False,False,False
1. he's bending it  2. she's hemming it,IIIa1,strict,full,True,True,True,True,True
1. he's bending it  2. she's hemming it,IIIa1,loose,full,True,True,True,True,True
1. he's bending it  2. she's hemming it,IIIa1*,strict,full,True,True,True,True,True
1. he's bending it  2. she's hemming it,IIIa1*,loose,full,True,True,True,True,True
1. he's bending it  2. she's hemming it,IIIa2,loose,ending,False,False,True,True,True
1. he's bending it  2. she's hemming it,IIIb,strict,ending,False,False,False,False,True
1. he's bending it  2. she's hemming it,IIIb,loose,ending,False,False,False,False,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",Id,strict,ending,False,False,False,True,False
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",Id,loose,ending,False,False,False,True,False
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIa,loose,ending,False,False,False,False,False
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIa1,strict,full,True,True,True,True,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIa1,loose,full,True,True,True,True,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIa1*,strict,full,True,True,True,True,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIa1*,loose,full,True,True,True,True,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIa2,loose,ending,False,False,True,True,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIb,strict,ending,False,False,False,False,True
"1. he's hitching him, it up 2. he's hooking it up 3. he's plugging it in",IIIb,loose,ending,False,False,False,False,True
he's scolding him,Id,strict,ending,False,False,False,True,False
he's scolding him,Id,loose,ending,False,False,False,True,False
he's scolding him,IIa,loose,ending,False,False,False,False,False
he's scolding him,IIIa1,strict,full,True,True,True,True,True
he's scolding him,IIIa1,loose,full,True,True,True,True,True
he's scolding him,IIIa1*,strict,full,True,True,True,True,True
he's scolding him,IIIa1*,loose,full,True,True,True,True,True
he's scolding him,IIIa2,loose,ending,False,False,True,True,True
he's scolding him,IIIb,strict,ending,False,False,False,False,True
he's scolding him,IIIb,loose,ending,False,False,False,False,True
he's blinking,Ia,strict,ending,False,False,False,False,False
he's blinking,Ia,loose,ending,False,False,False,False,False
he's blinking,Id,strict,ending,False,False,False,True,False
he's blinking,Id,loose,ending,False,False,False,True,False
he's blinking,IIa,loose,ending,False,False,False,False,False
he's blinking,IIId*,strict,full,True,True,True,True,True
he's blinking,IIId*,loose,full,True,True,True,True,True
it's flashing (reflected light),Ia,strict,ending,False,False,False,True,False
it's flashing (reflected light),Ia,loose,ending,False,False,False,True,False
it's flashing (reflected light),Ia*,strict,ending,False,False,False,True,False
it's flashing (reflected light),Ia*,loose,ending,False,False,False,True,False
it's flashing (reflected light),Ib,strict,ending,False,False,False,True,False
it's flashing (reflected light),Ib,loose,ending,False,False,False,True,False
it's flashing (reflected light),Ic,strict,ending,False,False,False,True,False
it's flashing (reflected light),Ic,loose,ending,False,False,False,True,False
it's flashing (reflected light),Ic*,strict,ending,False,False,False,True,False
it's flashing (reflected light),Ic*,loose,ending,False,False,False,True,False
it's flashing (reflected light),Id,strict,ending,False,False,False,True,False
it's flashing (reflected light),Id,loose,ending,False,False,False,True,False
it's flashing (reflected light),IIa,loose,ending,False,False,False,True,False
it's flashing (reflected light),IIb,loose,ending,False,False,False,True,False
it's flashing (reflected light),IIIc2,strict,ending,False,False,False,True,False
it's flashing (reflected light),IIIc2,loose,ending,False,False,False,True,False
it's flashing (reflected light),IIId*,strict,reconstructs,True,True,True,True,True
it's flashing (reflected light),IIId*,loose,full,True,True,True,True,True
he's getting well,Ia,strict,ending,False,False,False,True,True
he's getting well,Ia,loose,ending,False,False,False,True,True
he's getting well,IIIc1,loose,ending,False,False,False,False,False
he's getting well,IIIc1*,loose,ending,False,False,False,False,False
he's getting well,IIIc2,loose,full,True,True,True,True,True
he's sneezing,Id,strict,ending,False,False,False,True,False
he's sneezing,Id,loose,ending,False,False,False,True,False
he's sneezing,IIa,loose,ending,False,False,False,True,False
he's chopping it,Id,strict,ending,False,False,False,True,False
he's chopping it,Id,loose,ending,False,False,False,True,False
he's chopping it,IIa,loose,ending,False,False,False,True,False
he's chopping it up,Id,strict,ending,False,False,False,True,False
he's chopping it up,Id,loose,ending,False,False,False,True,False
he's chopping it up,IIa,loose,ending,False,False,False,True,False
it's raining,Id,strict,ending,False,False,False,True,False
it's raining,Id,loose,ending,False,False,False,True,False
it's raining,IIa,loose,ending,False,False,False,True,False
it's raining,IIb,loose,ending,False,False,False,True,False
it's raining,IIIa1,strict,ending,False,False,True,True,True
it's raining,IIIa1,loose,ending,False,False,True,True,True
it's raining,IIIa1*,strict,ending,False,False,False,True,False
it's raining,IIIa1*,loose,ending,False,False,False,True,False
it's raining,IIIa2,strict,ending,False,False,False,True,False
it's raining,IIIa2,loose,ending,False,False,False,True,False
it's raining,IIIb,strict,full,True,True,True,True,True
it's raining,IIIb,loose,full,True,True,True,True,True
he's drilling a hole,Ia,strict,ending,False,False,False,False,False
he's drilling a hole,Ia,loose,ending,False,False,False,False,False
he's drilling a hole,Id,strict,ending,False,True,False,True,False
he's drilling a hole,Id,loose,ending,False,True,False,True,False
he's drilling a hole,IIa,loose,ending,False,True,False,False,False
he's drilling a hole,IIId*,strict,full,True,True,True,True,True
he's drilling a hole,IIId*,loose,full,True,True,True,True,True
he/it is going through it,Ia,strict,ending,False,False,False,True,True
he/it is going through it,Ia,loose,ending,False,False,False,True,True
he/it is going through it,IIIc1,strict,ending,False,False,False,False,False
he/it is going through it,IIIc1,loose,ending,False,False,False,False,False
he/it is going through it,IIIc1*,strict,reconstructs,True,True,True,True,True
he/it is going through it,IIIc1*,loose,full,True,True,True,True,True
he/it is going through it,IIIc2,strict,ending,False,False,False,False,True
he/it is going through it,IIIc2,loose,ending,False,False,False,False,True
he's getting exhausted,Ia,strict,ending,False,False,False,True,True
he's getting exhausted,Ia,loose,ending,False,False,False,True,True
he's getting exhausted,IIIc1,strict,ending,False,False,False,False,False
he's getting exhausted,IIIc1,loose,ending,False,False,False,False,False
he's getting exhausted,IIIc1*,strict,reconstructs,True,True,True,True,True
he's getting exhausted,IIIc1*,loose,full,True,True,True,True,True
he's getting exhausted,IIIc2,strict,ending,False,False,False,False,True
he's getting exhausted,IIIc2,loose,ending,False,False,False,False,True
"he's borrowing him, it",Ia,strict,ending,False,False,False,False,True
"he's borrowing him, it",Ia,loose,ending,False,False,False,False,True
"he's borrowing him, it",Id,strict,ending,False,False,False,True,False
"he's borrowing him, it",Id,loose,ending,False,False,False,True,False
"he's borrowing him, it",IIa,loose,ending,False,False,False,True,False
"he's borrowing him, it",IIId*,strict,full,True,True,True,True,True
"he's borrowing him, it",IIId*,loose,full,True,True,True,True,True
1. it's becoming done (by cooking) 2. it's ripening,Ia,strict,ending,False,False,False,True,True
1. it's becoming done (by cooking) 2. it's ripening,Ia,loose,ending,False,False,False,True,True
1. it's becoming done (by cooking) 2. it's ripening,IIIc1,loose,ending,False,False,False,False,False
1. it's becoming done (by cooking) 2. it's ripening,IIIc1*,loose,ending,False,False,False,False,False
1. it's becoming done (by cooking) 2. it's ripening,IIIc2,loose,ending,False,False,False,False,True
1. it's decaying  2. it's spoiling,Ia,strict,ending,False,False,False,True,True
1. it's decaying  2. it's spoiling,Ia,loose,ending,False,False,False,True,True
1. it's decaying  2. it's spoiling,IIIc1,strict,reconstructs,True,True,True,True,True
1. it's decaying  2. it's spoiling,IIIc1,loose,full,True,True,True,True,True
1. it's decaying  2. it's spoiling,IIIc1*,strict,ending,False,False,False,False,False
1. it's decaying  2. it's spoiling,IIIc1*,loose,ending,False,False,False,False,False
1. it's decaying  2. it's spoiling,IIIc2,strict,ending,False,False,False,False,True
1. it's decaying  2. it's spoiling,IIIc2,loose,ending,False,False,False,False,True
he's finding it out,Ia,strict,ending,False,False,False,True,True
he's finding it out,Ia,loose,ending,False,False,False,True,True
he's finding it out,IIIc1,strict,reconstructs,True,True,True,True,True
he's finding it out,IIIc1,loose,full,True,True,True,True,True
he's finding it out,IIIc1*,strict,ending,False,False,False,False,False
he's finding it out,IIIc1*,loose,ending,False,False,False,False,False
he's finding it out,IIIc2,strict,ending,False,False,False,False,True
he's finding it out,IIIc2,loose,ending,False,False,False,False,True
he's confronted with it,Ia,strict,ending,False,False,False,True,True
he's confronted with it,Ia,loose,ending,False,False,False,True,True
he's confronted with it,IIIc1,strict,reconstructs,True,True,True,True,True
